Gene stable ID,Transcript stable ID,Gene name,Gene description,Transcript type,Transcript name,Gene type,Phenotype description,Study external reference
ENSG00000198707,ENST00000675833,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-225,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675476,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-221,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000309041,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-201,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675794,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-224,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000676074,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-227,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675408,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-220,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675230,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-218,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675628,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],retained_intron,CEP290-223,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000676448,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-234,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675089,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-217,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000604024,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-208,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000547926,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-204,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000671822,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],retained_intron,CEP290-210,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000676351,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-231,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000397838,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-202,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675559,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-222,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000676418,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],nonsense_mediated_decay,CEP290-233,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000676331,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],retained_intron,CEP290-230,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000552770,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-206,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000550962,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-205,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000198707,ENST00000675361,CEP290,centrosomal protein 290 [Source:HGNC Symbol;Acc:HGNC:29021],protein_coding,CEP290-219,protein_coding,Bardet-Biedl syndrome 14,615991
ENSG00000143951,ENST00000409354,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],nonsense_mediated_decay,WDPCP-205,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000272321,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-201,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000409199,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-204,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000487280,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],retained_intron,WDPCP-215,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000409120,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-203,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000398544,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-202,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000409562,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-206,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000409835,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding_CDS_not_defined,WDPCP-207,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000417238,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],nonsense_mediated_decay,WDPCP-208,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000462652,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],retained_intron,WDPCP-211,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000493315,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],retained_intron,WDPCP-217,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000473678,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-213,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000418148,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],nonsense_mediated_decay,WDPCP-209,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000490935,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding_CDS_not_defined,WDPCP-216,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000431065,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding,WDPCP-210,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000467687,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding_CDS_not_defined,WDPCP-212,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000143951,ENST00000484073,WDPCP,WD repeat containing planar cell polarity effector [Source:HGNC Symbol;Acc:HGNC:28027],protein_coding_CDS_not_defined,WDPCP-214,protein_coding,Bardet-Biedl syndrome 15,615992
ENSG00000276111,ENST00000622598,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-212,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000276111,ENST00000627857,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-214,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000276111,ENST00000627744,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-213,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000276111,ENST00000630785,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-216,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000276111,ENST00000630755,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-215,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000490065,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-207,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000366541,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-201,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000491888,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-208,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000482234,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-206,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000476722,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-205,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000435549,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding,SDCCAG8-202,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000496361,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-210,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000463012,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-203,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000493334,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-209,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000463042,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-204,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000054282,ENST00000497459,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671],protein_coding_CDS_not_defined,SDCCAG8-211,protein_coding,BARDET-BIEDL SYNDROME 16,615993
ENSG00000163818,ENST00000296135,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-201,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000539217,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-214,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000699186,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding_CDS_not_defined,LZTFL1-216,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000684620,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-215,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000699187,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],nonsense_mediated_decay,LZTFL1-217,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000490463,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],nonsense_mediated_decay,LZTFL1-211,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000418700,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],nonsense_mediated_decay,LZTFL1-203,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000411866,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding_CDS_not_defined,LZTFL1-202,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000469874,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding_CDS_not_defined,LZTFL1-206,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000440576,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-204,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000478551,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],retained_intron,LZTFL1-208,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000495864,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],retained_intron,LZTFL1-213,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000480156,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],retained_intron,LZTFL1-209,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000445698,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-205,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000492333,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-212,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000472635,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding,LZTFL1-207,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000699188,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],retained_intron,LZTFL1-218,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000163818,ENST00000483279,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741],protein_coding_CDS_not_defined,LZTFL1-210,protein_coding,BARDET-BIEDL SYNDROME 17,615994
ENSG00000214413,ENST00000448814,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-207,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000652396,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-214,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000651766,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],nonsense_mediated_decay,BBIP1-211,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000651952,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-212,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000652400,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-215,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000652043,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-213,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000447005,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-206,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000454061,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-208,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000423273,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-203,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000605742,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-210,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000436562,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,BBIP1-205,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000605265,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding_CDS_not_defined,BBIP1-209,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000398289,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],nonsense_mediated_decay,BBIP1-201,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000422050,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],retained_intron,BBIP1-202,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000214413,ENST00000431847,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],retained_intron,BBIP1-204,protein_coding,Bardet-Biedl syndrome 18,615995
ENSG00000100360,ENST00000340630,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,IFT27-201,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000495987,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding_CDS_not_defined,IFT27-212,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000474616,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding_CDS_not_defined,IFT27-209,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000495555,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],retained_intron,IFT27-211,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000415653,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],nonsense_mediated_decay,IFT27-202,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000433985,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,IFT27-205,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000471809,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],retained_intron,IFT27-208,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000417951,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,IFT27-203,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000430701,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,IFT27-204,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000440696,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding,IFT27-206,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000465023,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],retained_intron,IFT27-207,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000100360,ENST00000476548,IFT27,intraflagellar transport 27 [Source:HGNC Symbol;Acc:HGNC:18626],protein_coding_CDS_not_defined,IFT27-210,protein_coding,Bardet-Biedl syndrome 19,615996
ENSG00000125124,ENST00000618027,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-222,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682470,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-243,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682205,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-236,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683384,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-273,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682930,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-262,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682187,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-233,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682855,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-258,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000564459,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding_CDS_not_defined,BBS2-209,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682360,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-238,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682038,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-227,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000684076,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-298,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683212,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-269,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682047,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-228,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682492,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-246,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682473,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding_CDS_not_defined,BBS2-244,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683992,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-294,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000566452,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-215,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682088,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-229,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000566410,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-214,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683910,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-290,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000562813,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-207,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683904,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-289,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682000,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-223,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683443,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-276,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683978,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding_CDS_not_defined,BBS2-293,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683757,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding_CDS_not_defined,BBS2-286,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000683875,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-288,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682543,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],nonsense_mediated_decay,BBS2-248,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000682737,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-256,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000568104,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,BBS2-218,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000565781,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-211,protein_coding,BARDET-BIEDL SYNDROME 2,615981
ENSG00000125124,ENST00000684205,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],retained_intron,BBS2-301,protein_coding,BARDET-BIEDL SYNDROME 2,615981
